Chromosome	Chromosome_Coord	FC_FWvsOC
groupII	11828904	0.883476662
groupXIV	2490187	1.178703758
groupIX	410606	0.946906819
groupIX	442167	0.823143862
groupII	11845345	0.62380677
groupXIV	2538783	1.239264259
groupIX	462427	0.935479935
groupXIV	2548780	0.944454683
groupIX	473607	1.309351981
groupXIV	2558750	1.003103765
groupII	11874651	0.93990358
groupXIV	2566128	0.916336846
groupXIV	2591145	1.046237258
groupXIV	2604077	1.020329655
groupII	11953306	0.538499899
groupII	11958368	1.155006919
groupXIV	2608176	1.111921702
groupIX	494368	1.027302988
groupII	11963146	1.741783459
groupXIV	2623659	0.90515209
groupXIV	2686398	1.073149159
groupII	11966883	1.502940617
groupIX	508244	1.079393589
groupXIV	2704159	0.897875245
groupIX	523982	0.949323483
groupIX	536749	0.226631944
groupII	11973493	0.962725036
groupXIV	2715771	0.997320204
groupIX	544283	1.074682202
groupIX	548879	0.999857952
groupII	11990582	0.943955047
groupII	12013566	0.84879716
groupII	12020787	0.883464472
groupXIV	2723705	1.037606903
groupII	12099674	1.098626126
groupIX	557646	1.095395204
groupII	12107406	2.015315942
groupIX	571387	1.178138968
groupII	12112721	0.913122869
groupII	12115733	1.100913306
groupII	12119513	2.548301117
groupIX	607451	0.901820319
groupII	12133222	0.91220129
groupIX	637550	1.646722225
groupIII	9088190	1.188054743
groupIX	641701	0.957081709
groupII	12285320	0.995715049
groupII	12289882	1.721512108
groupII	12293091	1.108188056
groupII	12302239	0.954644458
groupII	12525174	1.135483571
groupIII	9108854	0.9479388
groupII	12584486	1.285235396
groupXIV	2726369	1.093868374
groupIX	728949	0.875914833
groupIII	9115076	1.203787034
groupIX	739026	0.913249198
groupIX	757995	1.15111951
groupXIV	2728464	1.108579113
groupXIV	2734076	0.774587966
groupIII	9125789	1.581320366
groupII	12739550	0.826859531
groupIX	771061	1.348669055
groupII	12764706	0.945318636
groupIII	9132991	1.186440373
groupIX	793088	1.663375162
groupIII	9135027	0.931378721
groupII	12773007	0.899376001
groupII	12786825	0.931377424
groupIII	9138122	1.305086319
groupIX	798803	1.041168227
groupIII	9149092	0.915874929
groupII	12794697	1.280227638
groupXIV	2740046	1.150481814
groupII	12801384	1.016295867
groupIX	802546	0.95571185
groupIX	805990	0.972884143
groupXIV	2744739	1.046212146
groupXIV	2749473	1.245351925
groupIX	841313	1.055579772
groupXIV	2755553	0.917140494
groupIX	846750	1.011548261
groupII	12816271	1.241274424
groupXIV	2790642	0.821317354
groupXIV	2902287	0.945427663
groupII	12829385	1.297660622
groupIX	890990	0.727127933
groupXIV	2913160	0.998628719
groupIII	9195481	0.948253156
groupIX	909902	1.05811439
groupII	12859133	1.128645655
groupIII	9203633	1.252956541
groupII	12893585	1.041630675
groupIX	922059	1.052964165
groupII	12926325	0.691348394
groupXIV	2914808	1.031041084
groupIII	9210500	0.525893544
groupXIV	2921535	1.215008614
groupIII	9215191	0.763246812
groupXIV	2927695	0.904331229
groupII	12984790	1.066480617
groupIII	9219397	1.081666827
groupII	13002736	1.035268001
groupIX	1256041	1.129191577
groupIX	1265731	0.730679355
groupXIV	2931406	0.910502133
groupXIV	2939671	1.290089375
groupIII	9221648	0.465799914
groupIII	9226016	0.89608674
groupIX	1288398	1.173256177
groupXIV	2956901	1.042270944
groupII	13352503	1.148529196
groupII	13358195	0.820392639
groupII	13366255	1.289793424
groupXIV	2999225	0.971552757
groupIX	1318221	1.156104532
groupII	13384561	18.33323784
groupIII	9231562	0.535577921
groupIII	9245304	1.128553744
groupII	13388687	3.07938698
groupII	13393555	1.060071465
groupIII	9260515	0.892101577
groupII	13403149	1.144040931
groupIII	9267805	0.950759488
groupII	13408999	1.018024452
groupIX	1345848	1.144360319
groupXIV	3058699	1.088126357
groupIX	1368455	0.89995156
groupII	13417255	1.067338553
groupIII	9314567	0.923880168
groupXIV	3078388	0.800039138
groupIII	9340435	1.268870862
groupIII	9345401	0.785817696
groupII	13423961	1.2252718
groupXIV	3095030	1.053457392
groupII	13439861	1.082357273
groupXIV	3128596	0.954991966
groupIX	1404810	0.963353108
groupIX	1409043	0.994425689
groupIII	9349160	1.000865784
groupXIV	3138933	0.966521892
groupIII	9358417	0.934558211
groupIII	9368995	0.814483022
groupIX	1413535	0.867155586
groupIX	1418104	0.661967044
groupXIV	3143883	0.995965974
groupIII	9380018	0.380174897
groupIX	1424365	1.042990862
groupXIV	3149248	1.029665464
groupIII	9383327	1.105133691
groupIII	9386307	0.993314509
groupIX	1435198	1.385728914
groupIII	9390697	0.34278658
groupIII	9398589	1.019162902
groupII	13451472	0.891082483
groupIII	9403663	0.429321361
groupII	13463357	1.178782824
groupIII	9417509	0.882412348
groupIX	1447017	0.899538874
groupIX	1454167	0.813158033
groupIX	1465507	1.298894449
groupII	13486517	1.265700214
groupIII	9416932	1.042363887
groupIII	9427320	1.075994798
groupIX	1543117	0.904617009
groupIII	9437346	0.810628207
groupIX	1559005	1.082596426
groupII	13497924	1.101081934
groupIX	1571248	0.995880968
groupII	13513082	0.911257833
groupIII	9447138	0.927377476
groupXIV	3154857	1.025272471
groupIII	9494363	1.505416647
groupIX	1592701	1.006187729
groupIII	9523760	1.716999586
groupII	13524194	0.849482064
groupII	13546984	0.97649929
groupIII	9559268	0.869032384
groupIII	9566561	2.025154788
groupIX	1631650	0.874965643
groupIX	1640640	1.488050912
groupII	13581166	1.730988305
groupII	13585816	1.097375445
groupXIV	3213142	0.968529283
groupIX	1674249	1.038533675
groupXIV	3219369	1.083832141
groupII	13604131	0.75987561
groupII	13607598	1.007426037
groupIX	1694278	0.971358377
groupIII	9571761	0.983179226
groupII	13612131	1.066141553
groupIII	9577678	1.074928897
groupIX	1704775	1.136151401
groupII	13615046	1.170032348
groupII	13618677	1.158859994
groupIII	9583160	1.016039239
groupIX	1714122	1.023986347
groupIII	9598690	1.320154654
groupII	13624509	1.225445069
groupIII	9621335	1.033810128
groupIII	9633191	0.818401584
groupXIV	3240371	1.048241172
groupIII	9644610	0.944929575
groupII	13630723	1.023566958
groupIX	1719235	0.885780358
groupII	13637058	1.024111853
groupIII	9650836	1.524441409
groupII	13641994	0.905700047
groupXIV	3305815	0.83951071
groupIII	9657970	1.112388839
groupXIV	3319220	1.123972147
groupII	13653408	1.002012574
groupIII	9665010	0.969384586
groupIX	1724546	1.007411517
groupII	13663768	1.084679576
groupXIV	3325396	0.865125493
groupII	13687855	0.776875696
groupIX	1735606	0.897764854
groupIX	1740242	0.974576654
groupII	13712307	0.627720774
groupXIV	3334119	0.995825294
groupIX	1753504	0.95865772
groupIII	9670024	1.408172164
groupIII	9682650	1.134643894
groupII	13726012	1.25455986
groupIX	1770333	1.147796508
groupIX	1815422	0.981549672
groupII	13755894	1.607331868
groupII	13763487	1.167815056
groupIX	1909637	1.137773715
groupII	13769320	1.072931886
groupIX	1921308	1.089627424
groupIX	1927087	1.366113071
groupIX	1950587	1.017421758
groupIII	9781741	0.676266619
groupXIV	3342508	1.015528923
groupIII	9796683	0.447236145
groupIX	1980110	0.898002854
groupII	13809788	0.701688335
groupIV	6388	1.041202332
groupIII	9802014	0.870515194
groupIV	14732	0.947236047
groupII	13826491	0.894696456
groupXIV	3368653	0.918310358
groupIX	2040529	0.991470464
groupIV	22385	1.02065164
groupXIV	3382282	1.08944878
groupII	13833838	0.972991156
groupIX	2050885	1.069651892
groupIII	9806728	0.965355533
groupIX	2053287	1.086288719
groupIX	2080175	1.109258199
groupIV	29348	1.598109131
groupXIV	3411521	1.000625296
groupIV	42516	1.083039109
groupIII	9836242	1.031060977
groupII	13839673	0.783963734
groupIII	9864752	0.847506474
groupII	13854220	1.030711644
groupII	13882622	1.568935651
groupXIV	3422426	1.365743393
groupII	13944612	0.987748895
groupIII	9870575	0.939511801
groupII	13981307	0.973853244
groupXIV	3429505	1.145513269
groupII	13991077	1.171776349
groupII	14001757	1.080062083
groupIX	2117314	1.071406358
groupIII	9876085	1.056395086
groupIII	9880588	1.199172419
groupII	14024587	0.853601031
groupIX	2158439	1.099456337
groupII	14040352	0.799931434
groupIII	9887900	1.085314663
groupIII	9900214	0.875572674
groupII	14049000	0.946060671
groupXIV	3439856	1.017794619
groupII	14059800	0.428065342
groupII	14147527	1.029348142
groupIX	2191097	0.841011223
groupIII	9910902	1.047054759
groupIX	2202699	1.160603892
groupIX	2208064	0.930431518
groupIX	2213754	0.916683965
groupIII	9919391	0.965402115
groupIX	2222352	1.084695452
groupXIV	3450812	1.085717069
groupIV	54854	0.856985054
groupIII	9923496	0.908775361
groupIX	2264532	1.021684776
groupII	14260211	0.958468407
groupIII	9932014	0.594438933
groupIV	70588	0.938911161
groupIV	86258	0.992408324
groupII	14500998	1.440494895
groupIV	95989	1.266698983
groupIV	105039	0.640560027
groupIII	9937816	1.640552938
groupIII	9941545	0.698479176
groupXIV	3486023	1.312127575
groupII	14525339	0.452450792
groupXIV	3502995	1.164051382
groupIII	9955917	0.944014849
groupIX	2315586	0.975675883
groupIX	2321063	0.853842035
groupIX	2333039	1.377150393
groupXIV	3505134	1.134037534
groupII	14545817	3.29732739
groupII	14560150	1.166793849
groupIV	125629	0.886933144
groupII	14582571	0.874176768
groupXIV	3531612	1.137964215
groupIX	2347844	1.147544838
groupIV	152432	1.526817697
groupXIV	3550143	1.044901825
groupIX	2358438	1.039578724
groupII	14587332	1.015907601
groupXIV	3562687	0.870132682
groupIII	9974763	1.056886722
groupIX	2387799	1.064282446
groupIV	168070	0.942799525
groupII	14595834	0.974130051
groupIII	10040199	1.018601171
groupIX	2433379	1.168521485
groupII	14619533	1.597064032
groupIV	172454	1.000365164
groupIV	177724	0.978607932
groupIV	187252	0.876668709
groupIII	10059550	0.384727693
groupIX	3024410	0.980458986
groupII	14623498	1.013892374
groupIV	197883	0.987489942
groupII	14631028	1.154746781
groupIX	3044808	0.956162999
groupIV	204792	0.88951001
groupXIV	3576453	0.465348045
groupXIV	3579383	0.847745578
groupIV	207021	0.990421852
groupXIV	3589995	0.900087088
groupII	14647412	0.918828179
groupIX	3089573	0.475956232
groupIV	218328	1.460314065
groupIII	10065853	0.365237824
groupII	14950654	1.017294488
groupIV	211731	1.510896172
groupIX	3109796	1.052175593
groupIII	10080550	1.115745496
groupIV	253170	1.163315273
groupXIV	3600813	0.940407389
groupIII	10102690	1.152574747
groupII	14955106	1.260455396
groupXIV	3604234	1.123990573
groupXIV	3616767	1.110793874
groupIV	308443	1.078821933
groupII	14961757	1.118679818
groupIV	328740	0.864373192
groupII	14968298	1.018319701
groupIV	335774	1.180627445
groupII	14979608	0.641786069
groupIV	475074	0.933300728
groupIX	3156144	0.867241562
groupIV	809844	0.880689189
groupIV	813251	0.944320838
groupIX	3167530	0.88265094
groupII	15016352	0.741935931
groupIV	819511	1.126144781
groupII	15040758	1.055305784
groupII	15085954	1.072199456
groupXIV	3623527	0.877409383
groupIII	10116886	1.011302862
groupIV	939107	1.003550082
groupIII	10130682	1.357727377
groupIX	3175054	0.940692356
groupXIV	3641860	0.982735531
groupIX	3199884	0.707985066
groupIV	955942	1.149213391
groupIX	3212154	0.89405844
groupIV	964730	1.077192048
groupIV	977374	1.284914172
groupIX	3220301	0.895219242
groupIX	3236619	0.93831891
groupIII	10195114	1.212379322
groupIX	3285810	0.793537038
groupIV	982122	0.92232777
groupIV	985066	1.040516929
groupIX	3851113	0.985487724
groupIII	10278292	1.055950791
groupII	15111627	1.298109572
groupIII	10312142	0.895820202
groupXIV	3674564	1.162164792
groupIII	10319401	0.938273015
groupIV	993191	1.09053678
groupII	15118242	1.059375727
groupIX	3942353	0.750292885
groupIII	10325951	1.039468062
groupXIV	3707699	1.11361629
groupII	15169780	1.014017124
groupIII	10338267	1.00944713
groupXIV	3739179	1.814735245
groupXIV	3758941	0.894397231
groupIV	1104732	1.036998926
groupIX	3959968	1.115539417
groupII	15245303	0.916438928
groupIII	10350743	0.571088345
groupII	15251537	0.92171826
groupIII	10369176	1.166278547
groupIX	4027878	1.164539863
groupIX	4065454	0.882154759
groupXIV	3875405	1.068957991
groupIV	1303629	1.250899695
groupIX	4077037	0.880363061
groupIV	1320158	1.797102423
groupXIV	3896189	1.023543473
groupII	15260892	0.941043087
groupIV	1326849	1.242002775
groupIX	4086603	0.784510581
groupIII	10420808	1.032004625
groupIX	4101373	0.930801256
groupIV	1348347	1.046802257
groupII	15273133	0.576955518
groupIII	10434729	1.581460898
groupIX	4114618	1.088627268
groupII	15283863	0.874669729
groupIX	4129401	0.951459719
groupIV	1360987	1.032413085
groupIV	1371454	1.070324452
groupIX	4143598	0.972866941
groupIV	1368634	1.076188855
groupIII	10452365	1.182440872
groupII	15351002	0.836342576
groupIV	1380626	1.07179636
groupIII	10460544	0.832345918
groupXIV	3927755	1.482312138
groupIV	1402809	0.857835733
groupIX	4167531	1.25370774
groupXIV	3934765	1.232749006
groupIII	10465916	0.968445719
groupII	15397451	0.996724014
groupXIV	3970303	0.974341422
groupIV	1432846	0.815798706
groupIX	4211887	1.108299778
groupIII	10493636	1.197079078
groupII	15398996	1.328511271
groupIII	10622154	0.686758307
groupIII	10641313	1.076735494
groupIV	1785528	1.072823299
groupXIV	3995889	1.088526773
groupIV	1790335	0.622531992
groupIX	4224693	1.063727583
groupII	15404312	1.956626249
groupXIV	4002775	0.76760892
groupIV	1797030	1.218623945
groupXIV	4015341	1.081346825
groupII	15411128	1.02792762
groupIX	4230695	1.15628626
groupIV	1940909	0.841251455
groupII	15477576	0.954738089
groupII	15518110	0.860151599
groupXIV	4019131	1.204598309
groupXIV	4021743	0.874359549
groupIV	1964191	0.902596027
groupIII	10647583	0.984860814
groupXIV	4024281	1.129703005
groupIX	4261237	1.006875865
groupII	15551371	0.847249
groupIV	1980883	1.248469229
groupIII	10661470	1.074501466
groupIV	2005491	1.332465086
groupIX	4291894	0.886088985
groupII	15576677	1.817195017
groupIV	2025859	0.856149537
groupXIV	4043059	0.832906838
groupIX	4354909	0.909205958
groupII	15596028	1.082636696
groupXIV	4059821	0.831165333
groupIX	4432925	1.000021649
groupII	15603290	0.634544531
groupXIV	4075391	1.164361249
groupIV	2036264	2.173973568
groupII	15624655	1.049985213
groupIV	2046642	0.31051403
groupXIV	4117720	0.739511959
groupIX	4448009	1.077273774
groupXIV	4184920	0.729701892
groupII	15651444	0.956315751
groupIX	4456986	1.357992392
groupII	15658347	0.83328706
groupIII	10667364	1.378891373
groupXIV	4220954	1.066726992
groupIV	2102974	1.183210198
groupIX	4465458	1.369994941
groupXIV	4261157	1.059804381
groupXIV	4273840	0.955612718
groupIII	10777814	1.044970603
groupII	15914579	1.05233517
groupIX	4496109	1.473536411
groupIV	2198800	1.099000129
groupXIV	4280609	1.281923919
groupIII	10809364	0.974248239
groupXIV	4327571	0.676045679
groupXIV	4334230	1.076590094
groupII	15967673	1.689243111
groupXIV	4351838	1.017531355
groupIV	2206549	0.763014109
groupIII	10836557	1.097637436
groupII	16180585	1.185511901
groupXIV	4411702	0.711174776
groupII	16191056	0.9148456
groupIV	2241801	0.825643267
groupIII	10855104	0.975852123
groupXIV	4455394	0.812411396
groupII	16208763	0.958254437
groupXIV	4461722	1.004474947
groupII	16310558	0.989962729
groupIV	2282854	0.975848966
groupII	16330028	1.335062869
groupII	16336594	1.167436832
groupIII	10867477	1.15773637
groupIX	4519568	1.37793855
groupIII	10878260	0.89099838
groupXIV	4463892	1.091494217
groupXIV	4474825	0.971318048
groupIX	4546174	0.907611319
groupIX	4555934	0.93986718
groupII	16345055	0.399389649
groupIV	2368428	0.887084492
groupXIV	4488902	0.925469867
groupXIV	4517717	0.978552017
groupII	16351219	0.596409885
groupIII	10898370	1.032532415
groupII	16356883	0.824093425
groupII	16360387	1.978132545
groupIX	4569897	0.983374317
groupIII	10904857	1.025872421
groupIX	4577345	1.340549655
groupIX	4580167	1.145515378
groupIII	10909040	1.140387013
groupIV	2430125	0.883216198
groupXIV	4536912	0.82401882
groupIX	4589382	1.019878581
groupXIV	4558815	0.996989251
groupIX	4596278	1.011250686
groupII	16527816	1.783353122
groupIII	10925251	0.811825901
groupXIV	4615798	0.870916852
groupIII	10940781	1.017887379
groupXIV	4630209	1.120283018
groupIII	10947233	0.774945952
groupII	16537149	1.035041498
groupXIV	4659577	1.150913073
groupIII	10951882	0.864597528
groupIX	4601404	1.426217974
groupIII	10985696	1.01433728
groupIX	4604102	2.176340761
groupIX	4608917	1.097355161
groupXIV	4862161	0.550370634
groupIV	2437210	1.248325304
groupIX	4614695	1.353417948
groupXIV	4998712	0.708032308
groupIII	11005369	0.742756962
groupIX	4620621	0.79111385
groupXIV	5045862	0.782908199
groupXIV	5123311	0.880791373
groupIX	4627333	0.927125659
groupXIV	5178925	1.008079626
groupIII	11012576	0.937085056
groupXIV	5245877	1.136794478
groupII	16553688	0.972298083
groupIX	4634031	1.052478605
groupIX	4650886	1.256318592
groupIV	2486789	0.704451106
groupIII	11063015	1.702482467
groupXIV	5311588	0.982651914
groupII	16760673	0.9676145
groupII	16771891	0.667018045
groupIII	11078218	1.07360149
groupXIV	5314688	0.87868744
groupIX	4789892	0.913206869
groupIX	4795411	1.042071477
groupII	16800498	0.914077777
groupIX	4803113	1.038835053
groupIII	11086692	1.226966305
groupIII	11112087	1.15261805
groupIV	2698447	1.467354281
groupIV	2749930	1.239820637
groupXIV	5324991	0.86253597
groupIV	2811086	1.045960019
groupIII	11150752	0.992700038
groupXIV	5355316	0.925804284
groupII	16820157	0.967700626
groupIII	11175153	0.954534852
groupXIV	5379636	0.928042562
groupXIV	5384153	0.964038605
groupIII	11189418	1.052692527
groupXIV	5386117	0.963669223
groupIX	4809651	1.212932218
groupIII	11199755	0.975925651
groupXIV	5391462	0.969491083
groupIX	4816044	1.17569414
groupIII	11206153	0.878842489
groupIV	2889077	1.342651233
groupIX	4846230	0.82637189
groupIII	11217119	0.948744866
groupXIV	5405740	0.820827875
groupIX	4863426	0.642590302
groupII	16832377	1.699729629
groupIII	11228711	0.997966203
groupIII	11260284	1.025089531
groupIV	2894603	0.871233945
groupIII	11276322	0.795158396
groupIII	11304892	1.13983444
groupIV	2901557	1.014833182
groupIII	11371078	0.773363751
groupIII	11464096	1.118872546
groupII	17001295	0.829536296
groupII	17180721	0.856292603
groupIV	2935391	1.258440026
groupII	17316384	0.943308228
groupII	17385422	0.979636038
groupIV	2956624	0.966316757
groupIX	4865777	0.827567953
groupIII	11480496	0.913361861
groupIV	3067906	0.971869489
groupII	17428553	0.948985882
groupIV	3158532	1.006802231
groupIX	4877076	1.188284315
groupIV	3200177	0.88156012
groupII	17451876	0.722281536
groupII	17455703	0.702494344
groupII	17573421	0.848378998
groupIII	11501590	1.044506497
groupII	17775670	0.994366926
groupIX	4882611	0.753887916
groupXIV	5434222	0.944211025
groupII	17855758	0.89584225
groupIV	3224670	0.935027164
groupIII	11529501	0.87682665
groupIX	4886710	1.16773423
groupII	17866810	0.910637114
groupIX	4945149	1.125038854
groupXIV	5455465	1.035803188
groupIV	3325517	0.751241184
groupII	17893439	1.025761626
groupII	17945759	1.013342039
groupIII	11596622	1.736119945
groupIV	3328487	1.299535912
groupIV	3333081	1.018571982
groupII	17960463	1.058150236
groupIX	5103568	1.094649763
groupXIV	5466428	0.921750058
groupIV	3337639	1.077243981
groupIX	5119578	0.96805056
groupII	17996903	0.958477934
groupXIV	5474784	0.839464397
groupII	18009800	1.100500544
groupIII	11654562	0.679017099
groupIV	3376288	0.955166713
groupXIV	5479934	0.954609831
groupIX	5127452	1.037980495
groupIV	3523102	1.073298568
groupXIV	5486064	1.058298468
groupIV	3631458	1.102609927
groupII	18015260	1.077077133
groupIX	5140000	0.971039887
groupXIV	5501194	1.214696909
groupIII	11672754	1.127899522
groupXIV	5526783	0.963214202
groupIV	3800681	0.999741877
groupIV	3809114	0.996885652
groupII	18047161	0.901686126
groupII	18066752	0.863441247
groupIV	3814899	0.972793833
groupIV	3823645	0.891922766
groupII	18315750	0.925768798
groupIX	5145573	1.100968039
groupIV	3833667	1.010337487
groupIV	3847358	0.957439519
groupIX	5161968	1.227779672
groupII	18323286	0.855312492
groupIX	5161797	0.861062965
groupIX	5165668	0.815927774
groupIX	5177570	1.468854113
groupIV	3860920	1.363044223
groupII	18341629	1.5487176
groupXIV	5564570	0.768815749
groupIX	5183355	1.085774295
groupXIV	5571629	1.16038986
groupIX	5200604	0.947934916
groupII	18351059	1.083504491
groupXIV	5574805	0.820572112
groupIV	3866309	1.060584677
groupII	18376189	1.015822964
groupIX	5215724	1.861817372
groupIX	5231584	1.575718435
groupXIV	5613472	1.056438944
groupIII	11791850	1.037242321
groupIX	5253167	0.93485918
groupIX	5256474	1.04081652
groupIX	5262354	0.94949958
groupXIV	5772249	1.203905649
groupIX	5291507	0.994831185
groupII	18427898	1.161647851
groupIII	11812130	0.991781222
groupIII	11821095	1.115380637
groupII	18438778	0.871539465
groupIV	3875762	1.226099223
groupXIV	5837229	0.961433075
groupIV	3895956	1.458747291
groupIII	11828459	1.03039738
groupIV	3951474	1.32462621
groupIX	5314244	0.787593445
groupIV	4033771	1.030005624
groupXIV	5856428	1.07676995
groupIX	5321651	1.231210946
groupIII	11831982	0.959725707
groupXIV	5874392	0.93949367
groupIV	4041823	0.756560787
groupIII	11835136	0.83872328
groupXIV	5888332	1.127234041
groupIX	5340470	0.897564897
groupII	18463206	0.814960337
groupIV	4058885	0.903963428
groupII	18472313	0.890641865
groupIX	5358806	1.479271209
groupII	18479586	0.791657879
groupIV	4207510	1.053265399
groupIX	5370407	0.465112246
groupIII	11837976	0.850734862
groupXIV	5904037	0.921027183
groupIV	4288468	0.916738154
groupIII	12077466	0.877981667
groupIV	4367941	1.157782839
groupXIV	5926081	1.126861929
groupIV	4415198	0.842579313
groupIII	12145873	1.014329178
groupIX	5409854	0.914262076
groupIV	4462906	1.034090498
groupXIV	5935824	0.925256036
groupXIV	5952261	0.8732515
groupIX	5424375	0.957763611
groupXIV	5975379	0.987720432
groupII	18487724	0.966801228
groupXIV	5989188	1.029855086
groupII	18497042	0.913195743
groupIX	5436241	1.148768042
groupIX	5441797	1.960400274
groupXIV	6004039	1.132912724
groupII	18502447	0.913086558
groupIII	12174003	1.025870244
groupII	18509832	0.704403516
groupIX	5466511	1.311472994
groupIV	4489266	1.588459936
groupIV	4497252	1.427551271
groupIII	12179222	1.01010466
groupIX	5480603	1.054681061
groupIV	4686378	0.405851309
groupIX	5486038	0.352067766
groupXIV	6053374	0.972223108
groupIV	4694508	1.040358093
groupII	18521936	0.716205746
groupIX	5504266	0.79276463
groupXIV	6064578	1.027221788
groupIII	12184753	0.969554652
groupII	18532487	1.012911946
groupXIV	6207009	1.096245318
groupIV	4900892	0.945556443
groupXIV	6236890	1.136524711
groupIX	5519731	0.846121757
groupII	18542974	9.176676021
groupII	18549671	0.980487755
groupII	18549940	1.018511696
groupIX	5563893	1.091097641
groupII	18553993	1.048416904
groupIV	4913014	0.939747758
groupIV	4933966	1.072316373
groupII	18574207	0.897285849
groupXIV	6280320	0.668451967
groupIX	5678194	1.004408206
groupII	18607029	1.074119371
groupIII	12196961	1.062984683
groupII	18652935	0.983999495
groupIV	4964629	0.557877305
groupXIV	6327179	1.224224735
groupIX	5866246	1.134866064
groupXIV	6347496	1.187401585
groupIII	12247102	0.962359792
groupIV	4977835	1.506773397
groupIII	12256167	0.963970326
groupII	18713105	1.046300594
groupIV	5008927	0.900475539
groupII	18734382	0.98275274
groupIII	12264748	0.979106146
groupIX	5873642	1.17110159
groupIV	5025941	0.896242486
groupIII	12288648	0.846754054
groupXIV	6363331	0.665350672
groupII	18762996	1.068827225
groupXIV	6403021	1.193249391
groupXIV	6410773	0.97803543
groupII	18864556	0.893059351
groupIII	12296478	0.879154048
groupIV	5054125	1.014960116
groupXIV	6421852	1.144069642
groupIII	12306860	1.037220285
groupIII	12332108	0.896771591
groupIV	5069524	0.895383857
groupII	18960810	1.242944557
groupXIV	6431311	1.118499563
groupIV	5124179	0.805665465
groupIV	5191983	1.07249872
groupIII	12350718	0.919388436
groupII	18969671	0.755697927
groupIV	5217915	2.358828026
groupXIV	6436846	0.706999745
groupIII	12384430	0.891267004
groupIV	5222460	1.180042964
groupII	18983302	0.990574019
groupII	19027801	1.233404477
groupIV	5244560	1.083126141
groupIII	12412751	0.937421134
groupII	19046093	1.344711926
groupXIV	6443788	0.971928745
groupXIV	6445595	0.945810669
groupIII	12423424	0.923995347
groupXIV	6447433	1.089018505
groupIX	5884299	0.910364578
groupIII	12431463	1.028225885
groupII	19092650	1.182639225
groupXIV	6489146	1.025019904
groupXIV	6502172	0.995006698
groupXIV	6514285	1.335042157
groupIX	5895251	0.927632931
groupII	19129725	1.643992219
groupIX	5902165	1.027559699
groupIII	12455990	0.9405831
groupII	19151053	1.483383282
groupIV	5258240	0.821588916
groupIX	5909586	1.146979452
groupII	19157197	0.866772194
groupIX	5925570	0.791481901
groupIX	5946844	1.211300346
groupXIV	6562431	1.043909606
groupII	19170511	0.980469916
groupIV	5269764	1.057741252
groupIX	5973666	1.285034893
groupIII	12486083	0.901115058
groupXIV	6571728	1.245603535
groupXIV	6575052	0.775058292
groupIV	5284722	1.030654139
groupIII	12505434	0.962626374
groupIII	12513287	0.965501726
groupIV	5292439	0.871512268
groupIV	5307769	1.671393317
groupXIV	6578407	1.275288752
groupIV	5312652	1.093277526
groupXIV	6580418	1.033116441
groupXIV	6583453	1.654497082
groupXIV	6589905	0.993743673
groupIX	5982612	1.432430006
groupIII	12523601	0.926184091
groupII	19209345	0.892956494
groupIX	5989978	0.938387328
groupIX	5996760	0.851479573
groupIX	6000701	1.033886089
groupIII	12537584	1.032789065
groupII	19290339	0.977754184
groupXIV	6598027	0.877542776
groupII	19314446	1.436703053
groupXIV	6607172	1.495122403
groupIII	12543451	1.357590037
groupII	19331191	0.859015689
groupIII	12546589	0.756217477
groupIV	5324344	0.948386019
groupII	19375137	0.858157785
groupIV	5335238	0.981251514
groupXIV	6615998	1.043329133
groupIII	12551965	1.331228084
groupIV	5339504	0.757763265
groupXIV	6629294	1.116427346
groupIV	5343248	0.938864299
groupXIV	6634902	1.091225311
groupIII	12598022	1.072141574
groupIV	5348190	2.079330019
groupIII	12609960	1.225257419
groupII	19406509	1.170634444
groupIV	5352032	1.128167791
groupIV	5371416	0.812880841
groupIV	5379090	1.082934479
groupIII	12624724	1.447685497
groupXIV	6639111	0.957066429
groupII	19416154	1.329865868
groupIV	5383567	1.077845169
groupIII	12655906	0.780649273
groupXIV	6641644	1.125211921
groupIII	12665185	1.492395668
groupXIV	6650360	0.986992496
groupIV	5390902	0.841703976
groupIII	12671818	1.199134074
groupIV	5401355	0.783448118
groupII	19535520	0.713637836
groupIV	5442742	1.114758361
groupIV	5447064	1.079603684
groupII	19575304	1.033430918
groupIX	6011332	1.013632026
groupXIV	6665021	0.757346048
groupII	19593613	0.880918709
groupIX	6025717	0.230937842
groupIV	5456314	0.893995826
groupXIV	6704726	1.374598343
groupII	19607240	0.993010038
groupIII	12679903	1.935263787
groupIX	6050562	1.05529491
groupIII	12703120	1.260815544
groupII	19624116	0.948398326
groupXIV	6712115	1.129267568
groupIII	12719949	1.374081495
groupIV	5467521	1.030190672
groupIII	12751307	1.182440835
groupIII	12758416	0.999945161
groupII	19630844	1.108419491
groupIII	12771250	1.258850863
groupIV	5472831	1.187053565
groupXIV	6750307	1.004934871
groupIV	5477305	1.068089177
groupIV	5482544	0.875288067
groupIII	12786589	0.85481087
groupXIV	6754805	0.970794832
groupXIV	6756217	0.993202215
groupXIV	6758806	1.113521842
groupXIV	6773977	0.95933902
groupIII	12794261	0.916604281
groupII	19730653	1.051722779
groupIV	5490355	0.891663545
groupII	19775912	0.968646267
groupIV	5528503	1.075370328
groupIV	5549428	0.932268224
groupIV	5551406	0.937426279
groupIV	5555474	0.949295661
